possible_moves,phase,search_time
1,5,0.15160179138183594
39,5,0.2296440601348877
2,5,0.181959867477417
41,5,0.24245905876159668
1,5,0.17937397956848145
39,5,0.24404096603393555
2,5,0.1846151351928711
39,5,0.22379517555236816
1,5,0.15283203125
39,5,0.22363901138305664
2,5,0.19989514350891113
39,5,0.2595329284667969
1,5,0.16169285774230957
39,5,0.2626769542694092
2,5,0.1719532012939453
39,5,0.23243498802185059
41,5,0.09990406036376953
39,5,0.08339309692382812
20,24,2.678701877593994
20,24,2.8866219520568848
22,24,6.649322986602783
27,24,14.964897155761719
28,24,10.673276901245117
28,24,17.592066049575806
33,24,15.458524942398071
30,24,19.765052795410156
35,24,16.61618709564209
24,24,17.569156885147095
34,24,7.898292064666748
24,24,16.686601877212524
38,24,21.143959045410156
28,24,19.03825092315674
39,24,15.442612171173096
27,24,17.80465006828308
44,24,15.592519998550415
34,24,24.204710245132446
40,24,21.843372106552124
33,24,23.654467821121216
35,24,11.625092029571533
32,24,16.245795011520386
35,24,18.733580827713013
36,24,17.451321840286255
36,24,23.774900913238525
35,24,19.40100407600403
37,24,20.109095096588135
37,24,33.53232002258301
41,24,29.387953281402588
42,24,24.516817808151245
42,24,32.285135984420776
20,24,3.410342216491699
20,24,3.792095899581909
22,24,2.7600820064544678
27,24,13.09548807144165
28,24,12.572324991226196
28,24,15.872488021850586
33,24,13.508877992630005
30,24,20.3173348903656
35,24,13.271988868713379
24,24,20.844096183776855
34,24,12.296144008636475
24,24,19.922605752944946
38,24,10.089301109313965
28,24,20.597112894058228
39,24,20.152974843978882
27,24,20.23775005340576
44,24,11.56758975982666
34,24,42.638715982437134
40,24,26.125064849853516
33,24,27.253882884979248
35,24,9.248948335647583
32,24,20.701539754867554
35,24,18.00566577911377
36,24,26.62410593032837
36,24,36.44821119308472
35,24,25.343513250350952
37,24,35.39521622657776
37,24,36.72779417037964
41,24,24.548890829086304
42,24,44.812716007232666
42,24,39.81353712081909
37,23,9.533959150314331
40,22,34.71219825744629
41,22,52.36991786956787
47,22,30.355427026748657
4,22,12.16586709022522
43,18,17.279682159423828
27,14,18.78714418411255
43,14,21.154438972473145
25,14,33.246524810791016
40,14,12.633824825286865
25,14,8.42133903503418
41,14,11.380067110061646
22,13,5.5069739818573
35,12,14.2235848903656
29,12,10.891157865524292
38,12,10.96907901763916
27,12,14.947766065597534
37,12,8.709786891937256
35,12,26.6233651638031
41,12,19.83025097846985
40,12,13.252538919448853
3,10,1.127716064453125
29,8,8.9931960105896
38,8,17.764419078826904
31,8,2.1104767322540283
26,6,4.662757873535156
24,4,1.4316511154174805
26,4,3.922819137573242
23,4,2.5313658714294434
24,4,3.4055161476135254
23,4,1.2111339569091797
23,4,3.126816987991333
20,4,1.9297688007354736
5,4,1.1249489784240723
26,4,2.567930221557617
22,4,2.8716039657592773
29,4,2.495738983154297
3,4,0.6487128734588623
25,4,1.2791321277618408
1,4,0.313230037689209
25,4,1.9723930358886719
18,4,1.4438698291778564
24,4,1.0963490009307861
4,4,1.0951290130615234
26,4,1.5800259113311768
3,4,0.40732598304748535
24,4,1.5626609325408936
1,4,0.3126509189605713
24,4,1.6885809898376465
20,4,1.9195468425750732
22,4,1.476707935333252
4,4,0.7117421627044678
24,4,1.5703887939453125
20,4,1.3885738849639893
23,4,1.1181859970092773
22,4,2.5813701152801514
23,4,1.6564278602600098
15,3,1.6357781887054443
25,3,1.2123279571533203
11,3,0.8370161056518555
23,3,0.4949071407318115
8,2,0.3451528549194336
23,2,0.3499948978424072
4,2,0.23381495475769043
23,2,0.16306018829345703
6,2,0.3836328983306885
20,2,0.16747307777404785
5,2,0.15581607818603516
15,2,0.1290297508239746
4,2,0.1687779426574707
20,2,0.13588619232177734
2,2,0.21794891357421875
25,2,0.15157389640808105
4,2,0.180588960647583
23,2,0.14628982543945312
3,2,0.18898725509643555
24,2,0.19423818588256836
4,2,0.23061609268188477
25,2,0.19041895866394043
5,2,0.49422693252563477
28,2,0.22371768951416016
6,2,0.6133420467376709
29,2,0.2237410545349121
4,2,0.289139986038208
27,2,0.1754298210144043
5,2,0.1659228801727295
22,2,0.1747736930847168
6,2,0.3111398220062256
22,2,0.18066716194152832
5,2,0.35164904594421387
28,2,0.4377410411834717
6,2,0.32054567337036133
24,2,0.25226688385009766
6,2,0.24809002876281738
24,2,0.18259692192077637
4,2,0.2729980945587158
23,2,0.23608016967773438
5,2,0.3200042247772217
22,2,0.20549416542053223
5,2,0.2446138858795166
23,2,0.22141408920288086
5,2,0.1899878978729248
24,2,0.19241595268249512
6,2,0.31799912452697754
24,2,0.22670888900756836
6,2,0.28557682037353516
26,2,0.2432079315185547
6,2,0.3115699291229248
27,2,0.3090810775756836
7,2,0.4676990509033203
27,2,0.18767404556274414
6,2,0.38462281227111816
27,2,0.28737306594848633
7,2,0.3066108226776123
27,2,0.19951796531677246
