20,24,0.3436400890350342
20,24,0.41340184211730957
28,24,0.7052721977233887
22,24,0.7012491226196289
31,24,1.2941272258758545
28,24,1.7038137912750244
38,24,1.4268889427185059
27,24,1.5699200630187988
43,24,1.236562967300415
2,23,12.336306095123291
35,22,0.7039210796356201
31,21,32.10320806503296
43,21,2.8917391300201416
34,21,1.4624571800231934
48,21,3.1349539756774902
35,21,2.730618953704834
44,21,3.5376861095428467
32,21,20.083944082260132
40,21,16.87169599533081
24,17,12.686205863952637
33,13,10.642877101898193
25,13,7.674623966217041
30,13,1.3522958755493164
22,12,53.72040605545044
26,11,29.429713010787964
22,11,63.501065254211426
20,24,0.43987298011779785
20,24,0.5437021255493164
28,24,0.9440150260925293
22,24,1.2383670806884766
31,24,1.5903003215789795
28,24,1.812610149383545
33,24,2.1307618618011475
34,24,2.3211300373077393
34,24,1.2931241989135742
27,24,1.422741174697876
34,24,2.474574089050293
38,24,2.133826971054077
29,24,2.255977153778076
38,23,5.398854970932007
28,23,25.194002866744995
34,23,2.315675973892212
3,22,26.54633092880249
30,21,1.150712013244629
28,21,8.680272102355957
27,21,16.751399278640747
32,21,16.89916491508484
30,21,2.4391732215881348
43,21,1.911452293395996
30,21,2.2473859786987305
44,21,3.0032129287719727
32,21,33.18559527397156
45,21,4.001966953277588
35,21,1.5349020957946777
40,21,18.26325488090515
37,21,2.6247708797454834
33,21,23.324979066848755
37,21,2.424565076828003
32,21,20.33746910095215
44,21,3.739283800125122
41,21,4.611631155014038
44,21,2.157696008682251
41,21,3.1786718368530273
6,21,106.7647008895874
38,20,2.352229118347168
46,20,0.8745200634002686
4,20,0.4548208713531494
47,20,3.837385892868042
45,20,2.62333607673645
44,20,1.562122106552124
47,20,2.9667739868164062
39,20,2.828821897506714
32,18,12.68538212776184
27,14,6.23048996925354
23,10,3.2616639137268066
24,10,8.084516048431396
32,10,2.633782148361206
21,9,6.739909887313843
36,9,1.817345142364502
4,9,2.5388197898864746
41,9,0.9261136054992676
23,9,5.829706907272339
37,9,1.3463020324707031
34,9,1.0159130096435547
34,9,1.211543083190918
31,9,5.962001085281372
31,9,10.500262975692749
32,9,8.902761220932007
27,8,7.068471193313599
31,7,2.096590757369995
17,6,16.222963094711304
36,6,38.02569794654846
17,6,14.827579259872437
37,6,40.01210427284241
15,6,26.514132022857666
34,6,19.699100017547607
19,6,17.658812761306763
31,6,13.625900030136108
4,6,3.228679895401001
35,6,28.271816968917847
9,6,6.1739561557769775
26,6,11.464508771896362
11,6,4.7193920612335205
25,6,12.095275163650513
8,6,3.4490160942077637
5,6,2.384053945541382
7,6,1.7387089729309082
19,6,5.985630989074707
11,6,4.499173164367676
28,6,11.458577156066895
10,6,1.7739720344543457
29,6,8.762706279754639
3,6,1.238461971282959
29,6,14.568127155303955
4,6,2.1421289443969727
27,6,14.78479790687561
5,4,0.4006459712982178
22,2,2.2574989795684814
3,2,0.5316159725189209
20,2,1.8432791233062744
7,2,0.7872731685638428
19,2,2.158586263656616
3,2,0.42812299728393555
20,2,1.8695709705352783
5,2,0.6865048408508301
21,2,1.2950489521026611
4,2,0.4695301055908203
22,2,2.825850009918213
4,2,0.41826701164245605
24,2,2.888066053390503
6,2,0.6854817867279053
26,2,1.7752511501312256
2,2,0.12178778648376465
26,2,0.7309260368347168
1,2,0.09637188911437988
22,2,0.9362759590148926
2,2,0.13447928428649902
26,2,0.7499310970306396
1,2,0.12048006057739258
26,2,1.5818431377410889
2,2,0.1749892234802246
26,2,0.6728358268737793
1,2,0.1181948184967041
26,2,1.95688796043396
2,2,0.11323118209838867
24,2,1.0468769073486328
2,2,0.3434319496154785
25,2,1.727358102798462
3,2,0.4610579013824463
23,2,3.1703739166259766
5,2,0.39371681213378906
21,2,2.0127439498901367
8,2,0.5725531578063965
21,2,1.101963996887207
4,2,0.23488402366638184
6,0,0.15139007568359375
4,0,0.09296393394470215
13,0,0.07957887649536133
5,4,0.2812199592590332
29,4,0.21805119514465332
6,4,0.5891289710998535
27,4,0.18054509162902832
2,4,0.3309750556945801
31,4,0.17679476737976074
2,4,0.38991498947143555
30,4,0.14106416702270508
3,4,0.3673739433288574
28,4,0.18832015991210938
2,4,0.1940159797668457
27,4,0.15644001960754395
29,4,0.09098386764526367
27,4,0.026275157928466797
